date,year,country,state,location,activity,injury,time,species,unnamed_21,unnamed_22,incident_date,month,decade,sex_clean,age_numeric,age_group,fatal,activity_group,incident_type
19-Jan-2007,2007,AUSTRALIA,New South Wales,Brunswick Heads,Swimming,Shark involvement prior to death unconfirmed,,Shark involvement prior to death was not confirmed,,,,,2000,M,20,18–29,Unknown,Swimming/Wading,Questionable
14-Jan-2007,2007,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,"Presumed FATAL, body not recovered",Afternoon,Tiger shark,,,,,2000,M,24,18–29,Yes,Surfing,Unprovoked
09-Jan-2007,2007,AUSTRALIA,New South Wales,Sandbar Beach,Surfing,"No injury, shark damaged surfboard",06h30,2.4 m shark,,,,,2000,M,,Unknown,No,Surfing,Unprovoked
07-Jan-2007,2007,USA,New York,"Smith Point, Long Island",Surfing,No injury,14h00,"24"" to 30"" shark",,,,,2000,M,54,45–59,Unknown,Surfing,Questionable
01-Jan-2007,2007,USA,Hawaii,"Majors Bay, Kaua'i",Surfing,"No injury, shark removed piece of surfboard",10h15,"6' to 8' shark, possibly a tiger shark",,,,,2000,M,24,18–29,No,Surfing,Unprovoked
2007.,2007,FRENCH POLYNESIA,Tahiti,Rangiroa,Scuba Diving,Scratch on face PROVOKED INCIDENT,N,Silvertip shark,,,,,2000,M,,Unknown,Unknown,Diving/Snorkeling,Provoked
18-Dec-2006,2006,AUSTRALIA,Victoria,"Winki Pop, Bells Beach",Surfing,Left leg bitten,20h00,2.5 to 3 m shark,,,,,2000,M,25,18–29,No,Surfing,Unprovoked
11-Dec-2006,2006,NEW ZEALAND,North Island,"Raglan, Manu Bay",Surfing,Foot bitten,11h00,2 to 3 m shark,,,,,2000,M,10,0–17,No,Surfing,Unprovoked
10-Dec-2006,2006,USA,California,"Dillon Beach, Marin County",Surfing,"Minor injuries, surfboard bitten",11h50,"White shark, 12' to 15'",,,,,2000,M,43,30–44,No,Surfing,Unprovoked
06-Dec-2006,2006,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,Fishing,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT","""Evening""","Raggedtooth shark, 150-kg",,,,,2000,M,25,18–29,No,Fishing,Provoked
02-Dec-2006,2006,AUSTRALIA,Western Australia,Wharton Beach,Body boarding,"Right leg severed, left leg lacerated",07h30,"White shark, 5m",,,,,2000,M,15,0–17,No,Surfing,Unprovoked
25-Nov-2006,2006,PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",Sea Disaster,15 perished but shark involvement prior to death was not confirmed,14h20,,,,,,2000,Unknown,,Unknown,Yes,Other/Unknown,Sea disaster
11-Nov-2006,2006,USA,Hawaii,"Kihei, Maui",Swimming,Laceration to left thigh & left hand,12h30,2 m to 3 m shark,,,,,2000,M,29,18–29,No,Swimming/Wading,Unprovoked
09-Nov-2006,2006,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Canoeing,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,Afternoon,"Bull shark, 1.5m",,,,,2000,M,,Unknown,No,Paddling,Provoked
31-Oct-2006,2006,USA,Oregon,"Siletz River mouth, Lincoln County",Surfing,"No injury, surfboard bitten",Just before sundown,"White shark, 16'",,,,,2000,M,22,18–29,No,Surfing,Unprovoked
16-Oct-2006,2006,USA,Florida,Sebastian Inlet,Fishing,Lower right leg and foot bitten,,,,,,,2000,M,15,0–17,No,Fishing,Unprovoked
10-Oct-2006,2006,USA,Florida,"Daytona Beach, Volusia County",Surfing,Left ankle bitten,11h30,,,,,,2000,M,20,18–29,No,Surfing,Unprovoked
07-Oct-2006,2006,USA,Texas,"Isla Blanca Park, South Padre Island",Surfing,Lacerations to lower left leg,,1' to 4' shark,,,,,2000,M,,Unknown,No,Surfing,Unprovoked
05-Oct-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,Lacerations to foot,12h00,3' to 3.5' shark,,,,,2000,M,18,18–29,No,Other/Unknown,Unprovoked
Oct-2006,2006,BAHAMAS,New Providence Island,Nassau,Free diving / modeling,Puncture wounds to left foot,,,,,,,2000,F,26,18–29,No,Diving/Snorkeling,Unprovoked
Oct-2006,2006,GULF OF ADEN,Between Somalia & Yemen,,Murder,"FATAL, beaten & thrown overboard by smugglers, they were killed by sharks",,,,,,,2000,Unknown,,Unknown,Yes,Other/Unknown,Unprovoked
30-Sep-2006,2006,SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing,No injury; 4m white shark made a threat display,,Invalid,,,,,2000,M,36,30–44,Unknown,Fishing,Questionable
29-Sep-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Big toe bitten,,,,,,,2000,M,19,18–29,No,Surfing,Unprovoked
Reported 18-Sep-2006,2006,USA,Florida,"Off Key Largo, Monroe County",Diving / Kissing the shark,Lacerations to upper lip PROVOKED INCIDENT,,Nurse shark,,,,,2000,M,,Unknown,No,Diving/Snorkeling,Provoked
16-Sep-2006,2006,USA,North Carolina,Onslow Beach,Surfing,Laceration to left thigh,Morning,,,,,,2000,M,16,0–17,No,Surfing,Unprovoked
14-Sep-2006,2006,USA,Florida,"Singer Island, Riviera Beach",Swimming,Minor injury to left hand,14h00,Spinner shark,,,,,2000,M,55,45–59,No,Swimming/Wading,Unprovoked
11-Sep-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Left torso grazed,,5' shark,,,,,2000,M,52,45–59,No,Surfing,Unprovoked
04-Sep-2006,2006,AUSTRALIA,Queensland,Great Barrier Reef,Diving,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",11h00,No shark involvement,,,,,2000,M,44,30–44,Unknown,Diving/Snorkeling,Questionable
03-Sep-2006,2006,BRAZIL,,,,FATAL,13h00,,,,,,2000,M,20,18–29,Yes,Other/Unknown,Unprovoked
03-Sep-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Standing,Puncture wounds and cuts to right thigh,17h30,3' shark,,,,,2000,M,33,30–44,No,Other/Unknown,Unprovoked
02-Sep-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,Arm bitten,17h55,,,,,,2000,M,12,0–17,No,Swimming/Wading,Unprovoked
02-Sep-2006,2006,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,"No injury, shark rammed surfboard",,"White shark, 3.5m",,,,,2000,M,37,30–44,No,Surfing,Unprovoked
29-Aug-2006,2006,USA,Oregon,"Florence, Lane County",Surfing,Laceration & puncture wounds to foot,Sunset,,,,,,2000,M,23,18–29,No,Surfing,Unprovoked
29-Aug-2006,2006,AUSTRALIA,South Australia,"Pennington Bay, Kangaroo Island",Surfing,"No injury, shark towed surfer & board",16h00,"Bronze whaler shark, 6'",,,,,2000,M,,Unknown,No,Surfing,Unprovoked
27-Aug-2006,2006,REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,Laceration to right calf & heel,18h00,,,,,,2000,M,27,18–29,No,Surfing,Unprovoked
22-Aug-2006,2006,BRAZIL,Pernambuco,Pina,,Shark bites may have been post mortem,,Shark involvement prior to death was not confirmed,,,,,2000,M,17,0–17,Unknown,Other/Unknown,Questionable
22-Aug-2006,2006,BELIZE,Ambergris Caye,Near Ramon's Village,Spearfishing,Shark involvement prior to death not confirmed,,Shark involvement prior to death was not confirmed,,,,,2000,M,34,30–44,Unknown,Fishing,Questionable
20-Aug-2006,2006,ITALY,,Lampedusa Island,Sea Disaster,FATAL,,,,,,,2000,M,,Unknown,Yes,Other/Unknown,Sea disaster
20-Aug-2006,2006,REUNION,Saint-Pierre,Pointe du Diable,Surfing,FATAL,11h00,,,,,,2000,M,34,30–44,Yes,Surfing,Unprovoked
15-Aug-2006,2006,SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,"No injury, surfboard leash severed",,5 m shark,,,,,2000,M,,Unknown,No,Surfing,Unprovoked
13-Aug-2006,2006,SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,Foot severed,11h00,White shark,,,,,2000,M,24,18–29,No,Other/Unknown,Unprovoked
Aug-2006,2006,USA,North Carolina,"Masonboro Island, New Hanover County",Wading,Lacerations & punctures to left foot,12h00,,,,,,2000,F,59,45–59,No,Swimming/Wading,Unprovoked
Early Aug-2006,2006,REUNION,,Le Port,Spearfishing,Thigh bitten,,"Bull shark, 1.5m",,,,,2000,M,,Unknown,No,Fishing,Unprovoked
31-Jul-2006,2006,USA,Kentucky,"Newport Aquarium, Newport",Touching sharks,"Minor injuries, similar to paper cuts from the captive sharks PROVOKED INCIDENTS",,small catsharks,,,,,2000,Unknown,,Unknown,No,Other/Unknown,Provoked
31-Jul-2006,2006,USA,Oregon,Oswald State Park,Surfing,Minor injury,16h00,White shark?,,,,,2000,M,41,30–44,No,Surfing,Unprovoked
29-Jul-2006,2006,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6",Afternoon,"Thought to involve a mako shark, but possibly a sea lion",,,,,2000,M,,Unknown,No,Surfing,Questionable
29-Jul-2006,2006,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Foot bitten,,,,,,,2000,M,15,0–17,No,Surfing,Unprovoked
28-Jul-2006,2006,SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,"No injury, surf ski bitten",16h30,"White shark, 3m to 4m",,,,,2000,M,19,18–29,No,Surfing,Unprovoked
25-Jul-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Minor lacerations to right foot,13h45,,,,,,2000,M,14,0–17,No,Surfing,Unprovoked
23-Jul-2006,2006,USA,Texas,"Sargent Beach, Matagorda County",Surf fishing,Right foot bitten,,"Bull shark, 4' to 5'",,,,,2000,M,,Unknown,No,Surfing,Unprovoked
Reported 17-Jul-2006,2006,AUSTRALIA,Torres Strait,Western Province,,8 shark-bitten bodies washed ashore,,Shark involvement prior to death was not confirmed,,,,,2000,Unknown,,Unknown,Unknown,Other/Unknown,Questionable
17-Jul-2006,2006,USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,Left ankle & foot bitten,10h00,"Angel shark, 1.2m",,,,,2000,M,49,45–59,No,Other/Unknown,Unprovoked
13-Jul-2006,2006,SPAIN,Alicante,San Juan Beach,Swimming,Hand & wrist severely bitten,,"Shark involvement not confirmed, injury may have been caused by a bluefish",,,,,2000,F,7,0–17,Unknown,Swimming/Wading,Questionable
12-Jul-2006,2006,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,Ankle & foot bitten,13h30,,,,,,2000,F,21,18–29,No,Swimming/Wading,Unprovoked
10-Jul-2006,2006,BRAZIL,Pernambuco,Body recovered at Goiana,,FATAL,,Bull or tiger shark,,,,,2000,M,,Unknown,Yes,Other/Unknown,Unprovoked
09-Jul-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Wading,Dorsum of left foot bitten,17h00,,,,,,2000,M,40,30–44,No,Swimming/Wading,Unprovoked
09-Jul-2006.,2006,USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,Lower leg & ankle bitten,13h00,,,,,,2000,M,11,0–17,No,Other/Unknown,Unprovoked
08-Jul-2006,2006,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,Foot bitten,11h00,5' to 6' spinner or bull shark,,,,,2000,F,14,0–17,No,Surfing,Unprovoked
08-Jul-2006,2006,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,Right calf bitten,13h00,,,,,,2000,M,13,0–17,No,Swimming/Wading,Unprovoked
July 2006,2006,USA,Florida,"Florida Keys, Monroe County",Spearfishing,Lacerations & puncture wound to arm,,"1.8 m blacktip ""reef"" shark",,,,,2000,F,28,18–29,No,Fishing,Unprovoked
July 2006,2006,USA,Florida,"Florida Keys, Monroe County",Spearfishing,Minor injuries,,"1.8 m blacktip ""reef"" shark",,,,,2000,M,35,30–44,No,Fishing,Unprovoked
27-Jun-2006,2006,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,Right calf bitten,11h10,,,,,,2000,F,9,0–17,No,Surfing,Unprovoked
26-Jun-2006,2006,USA,Florida,Fort Myers,Fishing,Non-swimmer pulled off pier& into the water by a hooked shark PROVOKED INCIDENT,Afternoon,,,,,,2000,M,,Unknown,No,Fishing,Provoked
24-Jun-2006,2006,BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,Right arm severely bitten,13h00,,,,,,2000,M,25,18–29,No,Fishing,Unprovoked
20-Jun-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,2-inch puncture wounds on right foot,13h00,Possibly a 1' to 3' blacktip or spinner shark,,,,,2000,F,22,18–29,No,Surfing,Unprovoked
18-Jun-2006,2006,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,Left thigh bitten FATAL,09h00,,,,,,2000,M,27,18–29,Yes,Surfing,Unprovoked
17-Jun-2006,2006,USA,California,"Monterey, Monterey County",Scuba diving,"No injury, shark bit scuba tank boot",11h10,,,,,,2000,M,43,30–44,No,Diving/Snorkeling,Unprovoked
15-Jun-2006,2006,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Four 1-inch puncture wounds on left foot,15h30,2' to 3' shark,,,,,2000,M,24,18–29,No,Surfing,Unprovoked
07-Jun-2006,2006,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,Lacerations & puncture wounds to left foot & buttocks,13h45,3' to 4' shark,,,,,2000,F,7,0–17,No,Other/Unknown,Unprovoked
05-Jun-2006,2006,AUSTRALIA,South Australia,Waitpinga,Surfing,"No injury, knocked off surfboard",11h30,14' white shark,,,,,2000,M,40,30–44,No,Surfing,Unprovoked
31-May-2006,2006,USA,Hawaii,O'ahu,Spearfishing,"4"" laceration to left forearm",13h30,"Tiger shark, 8' to 12'",,,,,2000,M,26,18–29,No,Fishing,Unprovoked
28-May-2006,2006,USA,Hawaii,French Frigate Shoals,Tagging sharks,"No injury to occupants, boat damaged by hooked shark PROVOKED INCIDENT",Afternoon,"Tiger shark, 15' female",,,,,2000,Unknown,,Unknown,No,Other/Unknown,Provoked
27-May-2006,2006,USA,Hawaii,"North Shore, O'ahu",Surfing,"No injury, shark bumped surfboard",16h00,,,,,,2000,M,31,30–44,No,Surfing,Unprovoked
24-May-2006,2006,USA,Hawaii,Lanai,Spearfishing,Knee bitten after diver poked shark PROVOKED INCIDENT,16h30,"Grey reef shark, 5' to 8'",,,,,2000,M,15,0–17,No,Fishing,Provoked
21-May-2006,2006,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,"Injuries to left thigh, calf & foot",11h30,,,,,,2000,M,33,30–44,No,Surfing,Unprovoked
19-May-2006,2006,USA,Guam,Gun Beach,Scuba diving,Laceration to leg,15h30,"Tiger shark, 10' to 12'",,,,,2000,F,30,30–44,No,Diving/Snorkeling,Unprovoked
05-May-2006,2006,USA,Florida,"Cocoa Beach, Brevard County",,Small lacerations to arm,12h15,,,,,,2000,M,,Unknown,No,Other/Unknown,Unprovoked
04-May-2006,2006,USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,2 lacerations on lower right leg,16h30,,,,,,2000,F,20,18–29,No,Swimming/Wading,Unprovoked
02-May-2006,2006,AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,Abrasion & 6 puncture wounds on chest after grabbing the shark by its tail PROVOKED INCIDENT,16h30,"Wobbegong shark, 2 m",,,,,2000,M,46,45–59,No,Diving/Snorkeling,Provoked
Reported      23-Apr-2006,2006,USA,Florida,"Alligator Reef off Islamorada, Monroe County",,Shark bites post mortem,,Invalid,,,,,2000,M,,Unknown,Unknown,Other/Unknown,Questionable
21-Apr-2006,2006,USA,Florida,"Sebastian Inlet, Brevard County",Surfing,Feet bitten,,,,,,,2000,M,54,45–59,No,Surfing,Unprovoked
19-Apr-2006,2006,USA,Florida,"Daytona Beach, Volusia County",Standing,3 tiny punctures & small lacerations on right ankle,15h00,,,,,,2000,F,13,0–17,No,Other/Unknown,Unprovoked
13-Apr-2006,2006,USA,Florida,"Port of the Islands, Collier County",Fishing,3 to 4 cm laceration on foot from hooked shark brought on board PROVOKED INCIDENT,Afternoon,"Bull shark, 4' to bull shark",stopped here,,,,2000,M,35,30–44,No,Fishing,Provoked
11-Apr-2006,2006,AUSTRALIA,New South Wales,Newcastle Beach,Surfing,Minor laceration to left foot,13h30,"Bronze whaler shark, a juvenile",,,,,2000,M,15,0–17,No,Surfing,Unprovoked
09-Apr-2006,2006,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,Leg bitten,17h30,"Raggedtooth shark, 2.5 m to 3 m",,,,,2000,M,15,0–17,No,Surfing,Unprovoked
09-Apr-2006,2006,BRAZIL,Pernambuco,Piedade,Swimming,Left leg bitten,Afternoon,Tiger shark,,,,,2000,M,35,30–44,No,Swimming/Wading,Unprovoked
03-Apr-2006,2006,USA,Florida,"Marco Island, Collier County",Wading,Minor injury to right hand & thigh,12h30,,,,,,2000,M,11,0–17,No,Swimming/Wading,Unprovoked
Reported  28-Mar-2006,2006,SIERRA LEONE,Western Area,"Lumely Beach, Freetown",Fishing,Reportedly FATAL but few details,,"3 m, 600-kg shark",,,,,2000,M,,Unknown,Yes,Fishing,Unprovoked
23-Mar-2006,2006,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,5 puncture wounds in left calf,11h30,"Tiger shark, 10'",,,,,2000,F,28,18–29,No,Surfing,Unprovoked
22-Mar-2006,2006,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,"FATAL, but shark involvement prior to death unconfirmed",,Shark involvement prior to death was not confirmed,,,,,2000,M,17,0–17,Unknown,Swimming/Wading,Questionable
18-Mar-2006,2006,FIJI,Vitu Levu,Sigatoka,Surfing,Lacerations to right hand,18h00,"Tiger shark, 5'",,,,,2000,M,21,18–29,No,Surfing,Unprovoked
15-Mar-2006,2006,AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,"No injury, shark nudged surfboard",17h00,"Bronze whaler shark, 2 m",,,,,2000,M,15,0–17,No,Surfing,Unprovoked
27-Feb-2006,2006,USA,Hawaii,"Makena, Maui",Standing,Deep laceration to right calf,16h30,5' to 7' shark,,,,,2000,F,15,0–17,No,Other/Unknown,Unprovoked
23-Feb-2006,2006,USA,Hawaii,"Makena, Maui",Free diving,Forensic examination suggested diver drowned & afterwards his body was bitten by a shark/s,Late afternoon,Invalid,,,,,2000,M,45,45–59,Unknown,Diving/Snorkeling,Questionable
13-Feb-2006,2006,AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,Lacerations to foot,11h00,,,,,,2000,M,18,18–29,No,Swimming/Wading,Unprovoked
12-Feb-2006,2006,AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",Swimming,Puncture wound on arm,,,,,,,2000,M,,Unknown,No,Swimming/Wading,Unprovoked
12-Feb-2006,2006,AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,No injury to occupants; shark nudged the 5.3 m boat,12h00,4.5 m white shark,,,,,2000,M,,Unknown,No,Fishing,Watercraft
08-Feb-2006,2006,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,2 bite marks on right calf,Late afternoon,Raggedtooth shark,,,,,2000,M,15,0–17,No,Surfing,Unprovoked
01-Feb-2006,2006,TONGA,Vava'u,Tu’anuku,Swimming,Severe bite to right leg FATAL,18h00,Tiger shark,,,,,2000,F,24,18–29,Yes,Swimming/Wading,Unprovoked
01-Feb-2006,2006,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,Afternoon,12' to 18' shark,,,,,2000,M,57,45–59,No,Paddling,Watercraft
Reported 28-Jan-2006,2006,ATLANTIC OCEAN,300 miles from Antigua,,Competing in the Woodvale Atlantic Rowing Race,No injury to occupants; shark rammed boat repeatedly,,12' shark,,,,,2000,M,46,45–59,No,Paddling,Watercraft
25-Jan-2006,2006,SOUTH AFRICA,Eastern Cape Province,Coffee Bay,Spearfishing,Right arm bitten,14h00,,,,,,2000,M,34,30–44,No,Fishing,Unprovoked
23-Jan-2006,2006,ATLANTIC OCEAN,800 miles from land,,Competing in the Woodvale Atlantic Rowing Race,"No injury to occupants; a shark, accidentally caught in a line, threatened to rip out the transom",,,,,,,2000,F,28,18–29,No,Paddling,Watercraft
18-Jan-2006,2006,USA,California,"Santa Cruz, Santa Cruz County",Night Surfing,"No injury, but 2 small nicks on wetsuit",22h30,,,,,,2000,M,,Unknown,No,Surfing,Unprovoked
15-Jan-2006,2006,AUSTRALIA,Western Australia,"Off City Beach, Perth",Scuba diving,Lacerations to left elbow,11h00,3.5 m white shark,,,,,2000,M,52,45–59,No,Diving/Snorkeling,Unprovoked
11-Jan-2006,2006,BAHAMAS,Grand Bahama Island,Sandy Cay,Diving for lobsters,"No injury, divers felt threatened by 10' pregnant female tiger shark & killed the shark",Morning,Invalid,,,,,2000,M,,Unknown,Unknown,Diving/Snorkeling,Questionable
07-Jan-2006,2006,AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,FATAL,17h15,Bull shark,,,,,2000,F,21,18–29,Yes,Swimming/Wading,Unprovoked
04-Jan-2006,2006,USA,Florida,"Round Island Park, Indian River County",Surfing,3 puncture wounds in right wrist & hand,16h45,4' shark,,,,,2000,M,21,18–29,No,Surfing,Unprovoked
01-Jan-2006,2006,SOUTH AFRICA,Western Cape Province,Soetwater,Diving for crayfish,Lacerations to little finger,,Said to involve a 1.5 m shark,,,,,2000,M,49,45–59,No,Fishing,Unprovoked
24-Dec-2005,2005,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,Lacerations to ankle & calf,12h00,White shark,,,,,2000,M,30,30–44,No,Surfing,Unprovoked
21-Dec-2005,2005,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,Left hand bitten,11h45,Tiger shark,,,,,2000,M,29,18–29,No,Swimming/Wading,Unprovoked
20-Dec-2005,2005,ATLANTIC OCEAN,600 nm west of the Canary Islands,,Competing in the Woodvale Atlantic Rowing Race,"No injury to occupants, shark rammed boat for 15 minutes",13h30,3 m shark,,,,,2000,Unknown,,Unknown,No,Paddling,Watercraft
11-Dec-2005,2005,AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,Right forearm & elbow bitten,11h00,Whitetip reef shark,,,,,2000,M,44,30–44,No,Fishing,Unprovoked
Reported 06-Dec-2005,2005,AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,"No injury to occupants, hydrofoil of outboard motor bitten",15h30,4 m white shark,,,,,2000,Unknown,,Unknown,No,Fishing,Watercraft
Reported 29-Nov-2005,2005,USA,Florida,"Cape San Blas, Gulf County",Surfing,Left foot bitten,,,,,,,2000,M,,Unknown,No,Surfing,Unprovoked
27-Nov-2005,2005,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,Right thumb & palm lacerated,13h00,4' shark,,,,,2000,M,23,18–29,No,Surfing,Unprovoked
